,u,i
153411,2577,1963
153412,2269,1810
153413,751,952
153414,2884,393
153415,865,1239
153416,4695,1473
153417,3198,1492
153418,2787,460
153419,1732,824
153420,1138,85
153421,3101,1559
153422,2695,871
153423,2853,2211
153424,2450,286
153425,4346,538
153426,1512,1989
153427,2353,353
153428,2747,280
153429,3285,1087
153430,35,1162
153431,723,782
153432,322,438
153433,3152,1497
153434,1748,1707
153435,123,228
153436,4419,1955
153437,635,2066
153438,599,157
153439,1937,1579
153440,4604,954
153441,1734,496
153442,1338,496
153443,3697,1970
153444,2585,1800
153445,3452,1385
153446,2676,1918
153447,1929,183
153448,1590,717
153449,2519,1180
153450,1022,1199
153451,3926,1241
153452,2235,2175
153453,925,1266
153454,3755,2325
153455,4032,913
153456,1399,1122
153457,26,645
153458,638,1209
153459,4031,1442
153460,2138,1461
153461,1099,106
153462,2879,1873
153463,2913,1457
153464,1108,1323
153465,1786,255
153466,4067,318
153467,2668,872
153468,2597,2160
153469,2253,2350
153470,3873,452
153471,2412,128
153472,1135,2365
153473,1032,1486
153474,2811,399
153475,109,1969
153476,880,1092
153477,976,1554
153478,1253,142
153479,2213,2170
153480,1807,1482
153481,1843,1139
153482,1244,2308
153483,3393,0
153484,3059,878
153485,473,933
153486,3895,1150
153487,4229,272
153488,2617,533
153489,439,568
153490,525,342
153491,1032,1836
153492,342,635
153493,2300,1765
153494,680,630
153495,51,836
153496,3685,0
153497,80,76
153498,942,1569
153499,4056,1633
153500,692,640
153501,2629,893
153502,4394,1628
153503,4280,560
153504,2152,1493
153505,1410,102
153506,446,584
153507,1128,389
153508,4890,2182
153509,401,60
153510,2343,657
153511,1374,795
153512,1430,1858
153513,2488,257
153514,3477,1525
153515,4693,1264
153516,2893,1474
153517,181,2356
153518,4252,1521
153519,3687,2274
153520,4072,2085
153521,2692,1191
153522,176,1231
153523,2098,452
153524,4395,1048
153525,1571,935
153526,113,882
153527,1839,1689
153528,4001,340
153529,4646,1798
153530,4300,407
153531,382,2238
153532,4807,1901
153533,4833,870
153534,3960,1470
153535,2898,1417
153536,1437,1093
153537,4601,1274
153538,1249,1042
153539,1486,231
153540,613,831
153541,177,1432
153542,526,1586
153543,896,365
153544,2735,83
153545,3161,2177
153546,2409,98
153547,824,2182
153548,4082,1244
153549,3748,2122
153550,2215,232
153551,3095,776
153552,1342,832
153553,2185,1521
153554,4014,551
153555,440,2192
153556,1123,1468
153557,2501,37
153558,2841,105
153559,4570,1183
153560,3398,1716
153561,471,724
153562,3544,787
153563,4604,767
153564,132,1258
153565,837,2013
153566,2174,581
153567,4512,1178
153568,181,396
153569,4262,249
153570,2462,459
153571,3857,2415
153572,4850,1173
153573,3103,263
153574,959,663
153575,1117,2003
153576,2232,936
153577,4570,1533
153578,2724,1398
153579,4132,2061
153580,3468,2081
153581,3559,2199
153582,1883,1
153583,3820,254
153584,241,1551
153585,1223,894
153586,3533,197
153587,3022,1213
153588,4061,316
153589,3063,1214
153590,821,1079
153591,4811,814
153592,2156,2230
153593,2863,402
153594,433,216
153595,37,216
153596,4118,69
153597,1377,1711
153598,2776,1157
153599,1320,1177
153600,4088,1358
153601,781,899
153602,4796,132
153603,3736,152
153604,4197,1301
153605,2017,2044
153606,2824,824
153607,1798,428
153608,337,104
153609,2577,166
153610,3162,819
153611,4065,2313
153612,3884,23
153613,2480,233
153614,4880,1708
153615,2146,1111
153616,300,976
153617,1086,1131
153618,260,1577
153619,265,1921
153620,4279,552
153621,1070,628
153622,1013,94
153623,1233,2312
153624,49,576
153625,4192,1307
153626,3624,1789
153627,3280,1979
153628,4116,2251
153629,2076,2220
153630,357,1860
153631,1974,1943
153632,1964,1255
153633,1470,720
153634,97,243
153635,3123,460
153636,2403,2056
153637,4292,383
153638,2487,249
153639,2645,1589
153640,1929,1419
153641,2457,1538
153642,1953,315
153643,564,1557
153644,960,1557
153645,4098,517
153646,2545,604
153647,1774,1481
153648,862,2153
153649,3016,189
153650,2412,1014
153651,1954,136
153652,1114,2374
153653,3886,45
153654,4560,1487
153655,2318,1352
153656,3094,819
153657,4468,1898
153658,4215,2206
153659,4314,1431
153660,2227,2365
153661,4343,671
153662,1936,1435
153663,2314,829
153664,4652,1426
153665,3300,1826
153666,1104,2036
153667,4454,687
153668,1935,1964
153669,4612,2027
153670,4493,615
153671,1654,1722
153672,2750,1359
153673,2464,773
153674,470,1117
153675,3106,1179
153676,1741,1317
153677,707,306
153678,2675,2124
153679,1577,162
153680,4295,226
153681,3013,2119
153682,4253,754
153683,2854,1308
153684,3726,1237
153685,2239,1944
153686,2327,1791
153687,3127,2406
153688,4008,169
153689,3835,1180
153690,2369,512
153691,569,722
153692,4593,41
153693,446,1820
153694,2712,851
153695,912,1061
153696,1352,1333
153697,3050,846
153698,1317,2278
153699,1062,1005
153700,31,265
153701,2825,1667
153702,1646,275
153703,2580,1082
153704,1114,414
153705,933,2288
153706,3395,477
153707,1934,153
153708,3543,1129
153709,740,1893
153710,2431,959
153711,282,1015
153712,4129,472
153713,3222,1488
153714,2826,1488
153715,524,548
153716,4727,2084
153717,1365,1164
153718,396,1302
153719,390,1487
153720,3473,2238
153721,677,763
153722,2719,86
153723,4585,1627
153724,3556,960
153725,4457,129
153726,664,2406
153727,1904,1041
153728,4039,555
153729,1525,2176
153730,351,1128
153731,1244,1934
153732,3489,88
153733,650,1195
153734,1116,436
153735,2331,704
153736,1771,1801
153737,357,1323
153738,4099,1710
153739,4250,1125
153740,3848,1310
153741,257,338
153742,921,318
153743,2101,400
153744,4157,2065
153745,3095,2012
153746,3116,637
153747,3064,447
153748,1999,123
153749,3707,324
153750,503,744
153751,3746,252
153752,2774,119
153753,974,329
153754,1492,2012
153755,1316,66
153756,4609,2347
153757,4645,2004
153758,4583,1126
153759,3528,1490
153760,4414,1879
153761,2645,1402
153762,3142,2208
153763,1765,77
153764,3764,1208
153765,2272,1571
153766,4657,2014
153767,2642,350
153768,4199,1136
153769,4481,68
153770,4011,1085
153771,4248,274
153772,232,1570
153773,3349,1905
153774,2817,2044
153775,2318,1165
153776,950,1032
153777,2908,2162
153778,1380,616
153779,4458,1023
153780,426,1786
153781,2692,817
153782,1191,1094
153783,2469,1711
153784,1448,1659
153785,3714,690
153786,2217,709
153787,4422,1716
153788,1614,2136
153789,3766,99
153790,2023,843
153791,1529,308
153792,223,1053
153793,1116,1859
153794,4421,2245
153795,4765,2055
153796,1833,719
153797,4505,438
153798,1244,324
153799,270,118
153800,3668,695
153801,803,581
153802,1587,663
153803,4316,916
153804,1019,1145
153805,420,62
153806,4157,105
153807,2660,124
153808,3720,104
153809,2921,2343
153810,1352,796
153811,1388,453
153812,4409,326
153813,2229,1069
153814,1880,915
153815,1828,725
153816,3218,2337
153817,2189,1670
153818,353,2223
153819,733,1690
153820,4809,1199
153821,3312,1218
153822,3444,1337
153823,4373,1800
153824,3220,1629
153825,542,2095
153826,2778,2415
153827,1933,145
153828,1537,145
153829,692,2039
153830,2963,1414
153831,1841,556
153832,4286,1804
153833,2699,2307
153834,801,1982
153835,4507,460
153836,212,1587
153837,740,1706
153838,236,483
153839,743,1977
153840,3071,1886
153841,3389,475
153842,3886,1281
153843,2734,1712
153844,1263,700
153845,3128,1639
153846,1729,2193
153847,1211,510
153848,1693,284
153849,1861,2312
153850,4815,963
153851,484,181
153852,2786,1121
153853,2812,90
153854,642,1521
153855,3278,1583
153856,2975,1774
153857,1571,1984
153858,1139,2327
153859,43,438
153860,1777,1860
153861,68,2188
153862,417,2342
153863,3433,1871
153864,1380,2389
153865,4771,1041
153866,1192,2338
153867,4831,1846
153868,693,1459
153869,3704,644
153870,130,2285
153871,2284,321
153872,1894,166
153873,2771,439
153874,1797,233
153875,2242,849
153876,1280,1404
153877,3890,245
153878,2608,2138
153879,1142,1470
153880,1152,2158
153881,3423,1533
153882,1181,1398
153883,1024,660
153884,3269,1066
153885,2706,1892
153886,865,2101
153887,4535,922
153888,2782,978
153889,2568,1958
153890,3232,1938
153891,3566,1060
153892,1172,531
153893,2393,614
153894,70,1079
153895,3910,2001
153896,2403,1332
153897,393,12
153898,2726,265
153899,2752,1486
153900,2382,455
153901,4090,656
153902,3092,1554
153903,1230,886
153904,1168,8
153905,467,900
153906,3808,943
153907,1096,1825
153908,745,90
153909,127,1963
153910,132,2307
153911,3153,2180
153912,1307,2045
153913,2809,2370
153914,1835,2164
153915,35,2374
153916,312,962
153917,1590,1579
153918,2426,1851
153919,3632,902
153920,1889,1646
153921,4234,4
153922,4798,2032
153923,766,1317
153924,4410,1169
153925,4871,66
153926,708,1312
153927,3000,1564
153928,3287,840
153929,3380,1031
153930,140,1794
153931,78,916
153932,2375,1512
153933,4190,82
153934,2692,630
153935,4806,1519
153936,699,445
153937,4114,245
153938,321,270
153939,3714,503
153940,1816,178
153941,407,44
153942,1408,2073
153943,4355,307
153944,817,1605
153945,130,675
153946,4817,2058
153947,2218,343
153948,1767,2164
153949,2238,1749
153950,2577,1215
153951,2972,1744
153952,3691,677
153953,4315,1258
153954,4654,724
153955,1295,75
153956,2172,348
153957,2043,2412
153958,790,2037
153959,4377,1355
153960,3866,2371
153961,574,692
153962,1511,1770
153963,2399,2232
153964,2342,1698
153965,933,1564
153966,2660,287
153967,3056,287
153968,2722,1165
153969,2522,353
153970,2711,1006
153971,4297,1776
153972,4328,1089
153973,3886,744
153974,255,1851
153975,3307,1037
153976,3861,2377
153977,36,235
153978,4476,960
153979,1652,847
153980,4790,2059
153981,1237,2325
153982,2923,1047
153983,3350,360
153984,3076,2043
153985,3045,478
153986,2293,651
153987,920,174
153988,1615,1719
153989,2389,1113
153990,4037,509
153991,1800,718
153992,3810,2038
153993,1258,169
153994,3221,1643
153995,3159,765
153996,3601,1110
153997,1211,323
153998,3231,2331
153999,601,1333
154000,1320,266
154001,3663,1207
154002,2407,2069
154003,874,179
154004,139,713
154005,1183,934
154006,3366,462
154007,2053,790
154008,2490,791
154009,2735,595
154010,4013,1212
154011,64,1478
154012,2643,1006
154013,2581,128
154014,3197,2346
154015,2173,2023
154016,2296,144
154017,3660,535
154018,2753,1551
154019,2018,2085
154020,2732,674
154021,901,1571
154022,896,1227
154023,834,349
154024,3633,2095
154025,2224,1961
154026,2167,1427
154027,4474,459
154028,3409,135
154029,4255,1095
154030,3286,1233
154031,4531,212
154032,608,1699
154033,384,1991
154034,1757,216
154035,2066,971
154036,323,1715
154037,1154,1643
154038,4798,1495
154039,2100,555
154040,1594,1915
154041,1964,694
154042,3173,16
154043,1430,760
154044,3732,1700
154045,4446,289
154046,2737,617
154047,4364,1388
154048,1830,1633
154049,3426,839
154050,2583,150
154051,1650,2197
154052,4327,2260
154053,3446,2245
154054,858,719
154055,2415,1505
154056,1360,1869
154057,584,2402
154058,840,113
154059,170,318
154060,2666,2255
154061,1981,1398
154062,114,386
154063,4708,1578
154064,4898,921
154065,1314,1874
154066,285,1207
154067,4309,526
154068,2186,1803
154069,1196,1064
154070,2089,1870
154071,2037,1680
154072,2412,803
154073,1997,2281
154074,1878,869
154075,1408,1886
154076,4049,2292
154077,624,1023
154078,3929,1409
154079,4421,1871
154080,3695,1013
154081,3356,1547
154082,1546,1069
154083,2325,807
154084,3049,84
154085,4095,1886
154086,1335,68
154087,1392,602
154088,3439,269
154089,2105,1972
154090,4121,74
154091,29,32
154092,177,684
154093,3317,1969
154094,15,1854
154095,815,217
154096,4500,70
154097,885,1710
154098,3158,1158
154099,3655,1964
154100,2481,916
154101,358,2193
154102,3845,1307
154103,3220,1255
154104,1035,1654
154105,4782,2385
154106,3178,1783
154107,2185,773
154108,4487,1713
154109,841,1788
154110,409,2131
154111,789,1598
154112,2549,1989
154113,2081,423
154114,4398,2395
154115,4419,1020
154116,3266,849
154117,3856,1846
154118,1400,439
154119,2236,711
154120,2184,521
154121,2697,1860
154122,3892,722
154123,2641,1928
154124,1108,38
154125,3847,979
154126,206,1398
154127,1422,1137
154128,4727,1523
154129,4252,2196
154130,2637,1405
154131,2509,2159
154132,3841,383
154133,4273,40
154134,1191,2143
154135,2872,521
154136,7,407
154137,1223,146
154138,4251,1944
154139,3652,861
154140,1126,213
154141,350,746
154142,3125,1344
154143,2058,947
154144,4797,1888
154145,602,967
154146,1156,2307
154147,4893,2350
154148,3463,1339
154149,4700,1955
154150,4648,1765
154151,464,1033
154152,658,2030
154153,4448,953
154154,1306,2251
154155,1741,2179
154156,1238,1558
154157,173,1234
154158,2301,301
154159,3879,1964
154160,2951,2103
154161,2946,1759
154162,3823,2032
154163,3417,1344
154164,2797,1636
154165,1383,1158
154166,4039,344
154167,2547,707
154168,4500,1493
154169,3779,979
154170,4844,1303
154171,1255,1912
154172,4589,30
154173,762,1979
154174,4838,1488
154175,4781,954
154176,2656,650
154177,3153,1456
154178,4598,1247
154179,6,2410
154180,1256,1733
154181,3090,1107
154182,3800,2206
154183,4235,2134
154184,4266,1447
154185,1399,1260
154186,1769,39
154187,3742,2201
154188,1810,40
154189,2266,845
154190,4485,30
154191,911,1671
154192,4041,2268
154193,1830,1446
154194,3015,1872
154195,3385,651
154196,1528,327
154197,1832,738
154198,4160,647
154199,3535,595
154200,3144,939
154201,3082,61
154202,4696,1381
154203,396,2164
154204,2287,2072
154205,1540,337
154206,2231,2140
154207,140,1420
154208,2755,605
154209,3190,533
154210,4494,2371
154211,2622,1015
154212,259,2051
154213,3647,1940
154214,2525,1082
154215,1258,1755
154216,1535,343
154217,289,1893
154218,967,825
154219,1839,754
154220,3797,1884
154221,4514,744
154222,2427,1678
154223,971,1698
154224,3648,1761
154225,4078,1345
154226,2679,1899
154227,2587,2310
154228,2757,277
154229,1029,2053
154230,2710,431
154231,1996,1842
154232,4074,822
154233,1240,2273
154234,1552,1047
154235,4183,765
154236,3625,1935
154237,106,1785
154238,2194,1453
154239,2132,575
154240,4367,293
154241,4377,981
154242,1065,178
154243,3460,1309
154244,2410,2017
154245,4686,1736
154246,701,2345
154247,71,1949
154248,2332,636
154249,2964,324
154250,4516,766
154251,2737,1853
154252,1713,1530
154253,2862,47
154254,2583,1386
154255,924,323
154256,4234,1053
154257,3575,1417
154258,3554,540
154259,4041,658
154260,2699,1746
154261,3702,1192
154262,4877,930
154263,1673,1350
154264,3574,1946
154265,1774,2156
154266,4384,997
154267,4881,1803
154268,3379,1478
154269,2412,1689
154270,1462,349
154271,4693,1752
154272,4287,1064
154273,2354,1684
154274,4594,1746
154275,3622,1613
154276,4836,1279
154277,3432,1489
154278,2038,2387
154279,1637,2043
154280,2093,596
154281,606,1303
154282,2244,11
154283,2746,1161
154284,1939,129
154285,4079,2239
154286,2723,211
154287,73,1971
154288,1131,370
154289,3393,1911
154290,196,92
154291,2424,2049
154292,2362,1171
154293,3203,1787
154294,598,1038
154295,3516,32
154296,4201,889
154297,4223,2368
154298,4109,1300
154299,305,35
154300,4135,269
154301,468,1719
154302,2228,2110
154303,705,908
154304,517,857
154305,4720,141
154306,2168,524
154307,1767,180
154308,2832,504
154309,454,508
154310,1696,1468
154311,3685,1911
154312,2573,1741
154313,2105,175
154314,357,575
154315,1974,658
154316,4276,1598
154317,2132,1998
154318,1788,2188
154319,4377,2404
154320,2137,2342
154321,4685,305
154322,1163,2136
154323,70,518
154324,2871,2337
154325,441,2151
154326,2559,530
154327,1092,391
154328,1062,1680
154329,1378,196
154330,2328,1536
154331,2804,1465
154332,3614,516
154333,2614,1341
154334,3051,1342
154335,3887,1614
154336,129,694
154337,3288,531
154338,2897,875
154339,1390,206
154340,2821,1819
154341,584,2028
154342,1831,1080
154343,761,412
154344,709,222
154345,1302,1490
154346,576,632
154347,3836,1275
154348,422,165
154349,1908,2239
154350,1254,695
154351,792,2327
154352,1504,843
154353,1592,690
154354,3498,1630
154355,3797,1697
154356,2341,1717
154357,3836,1625
154358,3542,424
154359,2370,957
154360,4049,1918
154361,4536,2036
154362,721,582
154363,2581,1177
154364,2622,1178
154365,3052,762
154366,3083,75
154367,239,838
154368,1710,1850
154369,3413,1707
154370,4765,1307
154371,1084,2327
154372,1397,572
154373,4874,1250
154374,4561,753
154375,4227,1631
154376,3007,238
154377,1014,53
154378,2951,306
154379,3849,1456
154380,2373,100
154381,573,310
154382,2808,28
154383,3372,2056
154384,450,1408
154385,4588,1795
154386,887,1409
154387,2716,439
154388,2669,593
154389,4244,1985
154390,4465,641
154391,4587,2324
154392,3116,1312
154393,4275,517
154394,40,197
154395,3175,1138
154396,683,74
154397,2307,2082
154398,2584,670
154399,2990,1358
154400,789,1224
154401,2625,671
154402,3795,65
154403,4887,2212
154404,88,2116
154405,220,2235
154406,1436,1974
154407,1400,65
154408,4476,399
154409,4293,692
154410,2139,404
154411,241,79
154412,857,2297
154413,3852,949
154414,2412,1502
154415,2021,1846
154416,550,834
154417,1052,1984
154418,1924,1913
154419,2287,275
154420,2820,738
154421,2099,224
154422,4831,748
154423,3473,1303
154424,3533,2108
154425,4309,1575
154426,2504,1441
154427,1095,1307
154428,4278,10
154429,4269,2176
154430,3431,1831
154431,576,2405
154432,2654,1385
154433,1816,1040
154434,1740,1984
154435,1683,1450
154436,3331,846
154437,3766,774
154438,901,660
154439,1372,245
154440,3106,1667
154441,4632,888
154442,1669,239
154443,275,1137
154444,1142,722
154445,4853,1796
154446,3105,2196
154447,1207,1871
154448,1233,840
154449,2475,1800
154450,4249,369
154451,4840,56
154452,4592,708
154453,2756,1261
154454,2157,178
154455,799,733
154456,4711,1339
154457,4685,118
154458,2510,1205
154459,3778,1134
154460,4208,718
154461,4645,719
154462,2408,928
154463,634,2359
154464,2910,2078
154465,4056,324
154466,2559,343
154467,322,552
154468,1261,1703
154469,3685,2074
154470,717,1081
154471,3805,2176
154472,164,343
154473,3169,1965
154474,502,338
154475,2666,1344
154476,2707,1345
154477,2364,225
154478,184,968
154479,48,1107
154480,3446,1684
154481,3800,2182
154482,1985,1360
154483,1584,1016
154484,2319,482
154485,2267,292
154486,2514,169
154487,1105,35
154488,365,225
154489,370,569
154490,3436,215
154491,4365,678
154492,333,1441
154493,1611,2058
154494,1267,2248
154495,4288,2121
154496,83,512
154497,1955,1868
154498,4369,1551
154499,3648,1037
154500,894,2417
154501,473,697
154502,1371,1847
154503,1324,2001
